[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -7,          4,    1,        -13.11,          3.50,       1.09,      10.92,     38.25,          0.36
       -7,          4,    2,        -10.60,          3.50,       1.29,      12.86,     45.07,          0.43
       -7,          4,    3,         -9.77,          3.50,       1.43,      14.28,     50.03,          0.42
       -7,          4,    4,         -8.87,          3.50,       1.55,      15.48,     54.22,          0.44
       -7,          4,    5,         -8.46,          3.50,       1.65,      16.50,     57.81,          0.43
       -7,          4,    6,         -8.15,          3.50,       1.74,      17.40,     60.95,          0.42
       -7,          4,    7,         -8.22,          3.50,       1.83,      18.29,     64.09,          0.38
       -6,          1,    1,        -13.80,          3.50,       1.03,      10.30,     36.11,          0.37
       -6,          1,    2,        -11.29,          3.50,       1.18,      11.82,     41.41,          0.45
       -6,          1,    3,        -10.45,          3.50,       1.28,      12.80,     44.85,          0.45
       -6,          1,    4,         -9.98,          3.50,       1.37,      13.65,     47.81,          0.44
       -6,          1,    5,         -9.69,          3.50,       1.45,      14.47,     50.72,          0.42
       -6,          1,    6,         -9.46,          3.50,       1.52,      15.24,     53.40,          0.40
       -6,          1,    7,         -9.26,          3.50,       1.60,      15.99,     56.02,          0.38
       -6,          2,    1,        -13.17,          3.50,       1.06,      10.59,     37.10,          0.39
       -6,          2,    2,        -10.79,          3.50,       1.21,      12.15,     42.55,          0.47
       -6,          2,    3,         -9.91,          3.50,       1.33,      13.24,     46.40,          0.47
       -6,          2,    4,         -9.41,          3.50,       1.42,      14.19,     49.70,          0.46
       -6,          2,    5,         -9.04,          3.50,       1.51,      15.13,     53.01,          0.44
       -6,          2,    6,         -8.76,          3.50,       1.60,      15.97,     55.97,          0.43
       -6,          2,    7,         -8.51,          3.50,       1.68,      16.79,     58.83,          0.41
       -6,          3,    1,        -12.60,          3.50,       1.09,      10.95,     38.36,          0.41
       -6,          3,    2,        -10.18,          3.50,       1.27,      12.72,     44.57,          0.49
       -6,          3,    3,         -9.18,          3.50,       1.40,      13.99,     49.02,          0.50
       -6,          3,    4,         -8.58,          3.50,       1.51,      15.17,     53.14,          0.49
       -6,          3,    5,         -8.41,          3.50,       1.62,      16.20,     56.75,          0.45
       -6,          3,    6,         -8.01,          3.50,       1.71,      17.09,     59.90,          0.45
       -6,          3,    7,         -7.54,          3.50,       1.81,      18.06,     63.26,          0.46
       -6,          4,    1,        -12.38,          3.50,       1.13,      11.35,     39.75,          0.38
       -6,          4,    2,         -9.60,          3.50,       1.34,      13.37,     46.85,          0.49
       -6,          4,    3,         -8.54,          3.50,       1.49,      14.89,     52.18,          0.51
       -6,          4,    4,         -7.90,          3.50,       1.62,      16.15,     56.58,          0.51
       -6,          4,    5,         -7.49,          3.50,       1.72,      17.18,     60.18,          0.50
       -6,          4,    6,         -7.19,          3.50,       1.82,      18.20,     63.75,          0.49
       -6,          4,    7,         -6.98,          3.50,       1.91,      19.06,     66.79,          0.48
       -5,          1,    1,        -12.15,          3.50,       1.08,      10.84,     37.99,          0.47
       -5,          1,    2,         -9.65,          3.50,       1.25,      12.51,     43.84,          0.57
       -5,          1,    3,         -8.92,          3.50,       1.36,      13.56,     47.53,          0.57
       -5,          1,    4,         -8.57,          3.50,       1.45,      14.45,     50.61,          0.54
       -5,          1,    5,         -8.08,          3.50,       1.53,      15.31,     53.64,          0.54
       -5,          1,    6,         -7.86,          3.50,       1.61,      16.11,     56.46,          0.52
       -5,          1,    7,         -7.67,          3.50,       1.69,      16.87,     59.12,          0.50
       -5,          2,    1,        -11.51,          3.50,       1.12,      11.22,     39.33,          0.49
       -5,          2,    2,         -9.41,          3.50,       1.30,      12.96,     45.42,          0.56
       -5,          2,    3,         -8.26,          3.50,       1.41,      14.12,     49.46,          0.61
       -5,          2,    4,         -7.77,          3.50,       1.51,      15.14,     53.05,          0.59
       -5,          2,    5,         -7.41,          3.50,       1.61,      16.09,     56.37,          0.58
       -5,          2,    6,         -7.14,          3.50,       1.70,      16.96,     59.43,          0.56
       -5,          2,    7,         -6.91,          3.50,       1.78,      17.84,     62.50,          0.54
       -5,          3,    1,        -10.94,          3.50,       1.16,      11.64,     40.77,          0.51
       -5,          3,    2,         -8.50,          3.50,       1.36,      13.62,     47.71,          0.62
       -5,          3,    3,         -7.52,          3.50,       1.51,      15.09,     52.87,          0.63
       -5,          3,    4,         -6.93,          3.50,       1.63,      16.26,     56.98,          0.63
       -5,          3,    5,         -6.57,          3.50,       1.74,      17.36,     60.81,          0.61
       -5,          3,    6,         -6.18,          3.50,       1.84,      18.38,     64.39,          0.61
       -5,          3,    7,         -5.92,          3.50,       1.93,      19.31,     67.67,          0.60
       -5,          4,    1,        -10.46,          3.50,       1.21,      12.11,     42.42,          0.51
       -5,          4,    2,         -7.93,          3.50,       1.45,      14.45,     50.64,          0.62
       -5,          4,    3,         -6.88,          3.50,       1.61,      16.13,     56.49,          0.65
       -5,          4,    4,         -6.24,          3.50,       1.74,      17.42,     61.04,          0.65
       -5,          4,    5,         -5.84,          3.50,       1.86,      18.61,     65.18,          0.65
       -5,          4,    6,         -5.84,          3.50,       1.97,      19.66,     68.90,          0.59
       -5,          4,    7,         -5.33,          3.50,       2.05,      20.53,     71.94,          0.62
       -4,          1,    1,        -11.45,          3.50,       1.11,      11.13,     38.98,          0.51
       -4,          1,    2,         -8.92,          3.50,       1.29,      12.88,     45.13,          0.64
       -4,          1,    3,         -8.11,          3.50,       1.40,      13.96,     48.91,          0.65
       -4,          1,    4,         -7.66,          3.50,       1.49,      14.88,     52.13,          0.63
       -4,          1,    5,         -7.38,          3.50,       1.57,      15.71,     55.04,          0.61
       -4,          1,    6,         -7.23,          3.50,       1.65,      16.50,     57.83,          0.58
       -4,          1,    7,         -6.99,          3.50,       1.73,      17.30,     60.60,          0.56
       -4,          2,    1,        -10.85,          3.50,       1.15,      11.51,     40.33,          0.53
       -4,          2,    2,         -8.56,          3.50,       1.33,      13.32,     46.66,          0.64
       -4,          2,    3,         -7.79,          3.50,       1.46,      14.55,     50.99,          0.64
       -4,          2,    4,         -7.35,          3.50,       1.56,      15.57,     54.54,          0.62
       -4,          2,    5,         -6.70,          3.50,       1.66,      16.57,     58.04,          0.64
       -4,          2,    6,         -6.72,          3.50,       1.74,      17.43,     61.09,          0.59
       -4,          2,    7,         -6.21,          3.50,       1.84,      18.39,     64.45,          0.61
       -4,          3,    1,        -10.52,          3.50,       1.19,      11.93,     41.80,          0.52
       -4,          3,    2,         -8.09,          3.50,       1.40,      14.05,     49.23,          0.64
       -4,          3,    3,         -7.02,          3.50,       1.56,      15.54,     54.47,          0.67
       -4,          3,    4,         -6.21,          3.50,       1.68,      16.77,     58.74,          0.71
       -4,          3,    5,         -5.79,          3.50,       1.80,      17.98,     62.98,          0.69
       -4,          3,    6,         -5.65,          3.50,       1.90,      18.99,     66.53,          0.65
       -4,          3,    7,         -5.22,          3.50,       2.00,      19.98,     70.02,          0.67
       -4,          4,    1,         -9.74,          3.50,       1.25,      12.48,     43.73,          0.56
       -4,          4,    2,         -7.21,          3.50,       1.50,      14.94,     52.36,          0.69
       -4,          4,    3,         -6.16,          3.50,       1.67,      16.68,     58.43,          0.72
       -4,          4,    4,         -5.52,          3.50,       1.81,      18.13,     63.51,          0.72
       -4,          4,    5,         -5.12,          3.50,       1.93,      19.29,     67.60,          0.72
       -4,          4,    6,         -4.83,          3.50,       2.03,      20.35,     71.30,          0.71
       -4,          4,    7,         -4.62,          3.50,       2.13,      21.31,     74.67,          0.69
       -3,          1,    1,        -10.80,          3.50,       1.14,      11.41,     39.99,          0.55
       -3,          1,    2,         -8.26,          3.50,       1.32,      13.24,     46.39,          0.70
       -3,          1,    3,         -7.44,          3.50,       1.44,      14.37,     50.35,          0.71
       -3,          1,    4,         -7.00,          3.50,       1.53,      15.29,     53.57,          0.70
       -3,          1,    5,         -6.73,          3.50,       1.62,      16.15,     56.59,          0.67
       -3,          1,    6,         -6.52,          3.50,       1.69,      16.92,     59.30,          0.65
       -3,          1,    7,         -6.38,          3.50,       1.77,      17.72,     62.08,          0.62
       -3,          2,    1,        -10.15,          3.50,       1.18,      11.79,     41.30,          0.59
       -3,          2,    2,         -7.74,          3.50,       1.37,      13.72,     48.07,          0.73
       -3,          2,    3,         -6.87,          3.50,       1.50,      14.99,     52.53,          0.75
       -3,          2,    4,         -6.40,          3.50,       1.60,      16.02,     56.11,          0.74
       -3,          2,    5,         -6.34,          3.50,       1.70,      17.02,     59.65,          0.67
       -3,          2,    6,         -5.79,          3.50,       1.80,      17.98,     62.99,          0.69
       -3,          2,    7,         -5.55,          3.50,       1.89,      18.88,     66.14,          0.68
       -3,          3,    1,         -9.56,          3.50,       1.23,      12.29,     43.08,          0.61
       -3,          3,    2,         -7.11,          3.50,       1.45,      14.55,     50.96,          0.75
       -3,          3,    3,         -6.15,          3.50,       1.61,      16.07,     56.30,          0.77
       -3,          3,    4,         -5.55,          3.50,       1.73,      17.32,     60.70,          0.78
       -3,          3,    5,         -5.12,          3.50,       1.86,      18.59,     65.11,          0.76
       -3,          3,    6,         -4.81,          3.50,       1.97,      19.66,     68.88,          0.75
       -3,          3,    7,         -4.56,          3.50,       2.06,      20.61,     72.21,          0.74
       -3,          4,    1,         -9.07,          3.50,       1.29,      12.84,     44.99,          0.61
       -3,          4,    2,         -6.55,          3.50,       1.55,      15.48,     54.23,          0.75
       -3,          4,    3,         -5.48,          3.50,       1.73,      17.27,     60.51,          0.79
       -3,          4,    4,         -4.85,          3.50,       1.88,      18.79,     65.82,          0.80
       -3,          4,    5,         -4.45,          3.50,       2.00,      20.03,     70.17,          0.79
       -3,          4,    6,         -4.15,          3.50,       2.11,      21.08,     73.83,          0.78
       -3,          4,    7,         -3.99,          3.50,       2.20,      22.03,     77.18,          0.76
       -2,          1,    1,         -9.63,          3.50,       1.19,      11.93,     41.78,          0.65
       -2,          1,    2,         -7.06,          3.50,       1.40,      13.92,     48.77,          0.83
       -2,          1,    3,         -6.24,          3.50,       1.51,      15.14,     53.07,          0.85
       -2,          1,    4,         -5.81,          3.50,       1.61,      16.09,     56.39,          0.84
       -2,          1,    5,         -5.54,          3.50,       1.69,      16.95,     59.39,          0.81
       -2,          1,    6,         -5.34,          3.50,       1.78,      17.79,     62.34,          0.78
       -2,          1,    7,         -5.17,          3.50,       1.86,      18.66,     65.35,          0.75
       -2,          2,    1,         -8.96,          3.50,       1.24,      12.40,     43.45,          0.69
       -2,          2,    2,         -6.54,          3.50,       1.46,      14.56,     51.02,          0.85
       -2,          2,    3,         -5.68,          3.50,       1.59,      15.86,     55.59,          0.88
       -2,          2,    4,         -5.28,          3.50,       1.69,      16.96,     59.44,          0.86
       -2,          2,    5,         -4.85,          3.50,       1.80,      18.03,     63.16,          0.86
       -2,          2,    6,         -4.60,          3.50,       1.90,      18.96,     66.42,          0.84
       -2,          2,    7,         -4.38,          3.50,       1.99,      19.94,     69.84,          0.81
       -2,          3,    1,         -8.38,          3.50,       1.30,      12.97,     45.43,          0.71
       -2,          3,    2,         -5.91,          3.50,       1.54,      15.42,     54.03,          0.88
       -2,          3,    3,         -4.93,          3.50,       1.71,      17.08,     59.84,          0.92
       -2,          3,    4,         -4.35,          3.50,       1.85,      18.45,     64.63,          0.92
       -2,          3,    5,         -3.93,          3.50,       1.98,      19.76,     69.24,          0.91
       -2,          3,    6,         -3.62,          3.50,       2.08,      20.83,     72.96,          0.90
       -2,          3,    7,         -3.38,          3.50,       2.19,      21.91,     76.76,          0.89
       -2,          4,    1,         -7.89,          3.50,       1.36,      13.60,     47.64,          0.71
       -2,          4,    2,         -5.33,          3.50,       1.65,      16.54,     57.94,          0.88
       -2,          4,    3,         -4.27,          3.50,       1.85,      18.53,     64.92,          0.93
       -2,          4,    4,         -3.64,          3.50,       2.01,      20.10,     70.43,          0.95
       -2,          4,    5,         -3.25,          3.50,       2.14,      21.42,     75.01,          0.94
       -2,          4,    6,         -3.06,          3.50,       2.25,      22.51,     78.84,          0.91
       -2,          4,    7,         -2.97,          3.50,       2.36,      23.55,     82.47,          0.87
       -1,          1,    1,         -8.94,          3.50,       1.24,      12.38,     43.38,          0.69
       -1,          1,    2,         -6.36,          3.50,       1.46,      14.62,     51.23,          0.88
       -1,          1,    3,         -5.23,          3.50,       1.59,      15.89,     55.67,          0.97
       -1,          1,    4,         -4.80,          3.50,       1.69,      16.86,     59.08,          0.97
       -1,          1,    5,         -4.55,          3.50,       1.78,      17.79,     62.31,          0.94
       -1,          1,    6,         -4.35,          3.50,       1.86,      18.65,     65.34,          0.91
       -1,          1,    7,         -4.18,          3.50,       1.95,      19.50,     68.32,          0.88
       -1,          2,    1,         -7.98,          3.50,       1.30,      12.97,     45.45,          0.77
       -1,          2,    2,         -5.52,          3.50,       1.53,      15.29,     53.56,          0.98
       -1,          2,    3,         -4.66,          3.50,       1.67,      16.69,     58.47,          1.02
       -1,          2,    4,         -4.19,          3.50,       1.78,      17.82,     62.43,          1.01
       -1,          2,    5,         -3.84,          3.50,       1.90,      18.97,     66.44,          0.99
       -1,          2,    6,         -3.60,          3.50,       1.99,      19.94,     69.85,          0.97
       -1,          2,    7,         -3.38,          3.50,       2.09,      20.87,     73.10,          0.95
       -1,          3,    1,         -7.39,          3.50,       1.36,      13.58,     47.59,          0.80
       -1,          3,    2,         -4.90,          3.50,       1.63,      16.29,     57.08,          1.01
       -1,          3,    3,         -3.91,          3.50,       1.81,      18.10,     63.40,          1.05
       -1,          3,    4,         -3.34,          3.50,       1.95,      19.52,     68.38,          1.07
       -1,          3,    5,         -2.92,          3.50,       2.09,      20.83,     72.97,          1.06
       -1,          3,    6,         -2.67,          3.50,       2.20,      22.01,     77.08,          1.04
       -1,          3,    7,         -2.37,          3.50,       2.31,      23.13,     81.04,          1.03
       -1,          4,    1,         -6.89,          3.50,       1.43,      14.28,     50.04,          0.81
       -1,          4,    2,         -4.31,          3.50,       1.75,      17.45,     61.14,          1.02
       -1,          4,    3,         -3.26,          3.50,       1.97,      19.66,     68.89,          1.07
       -1,          4,    4,         -2.63,          3.50,       2.14,      21.35,     74.80,          1.09
       -1,          4,    5,         -2.23,          3.50,       2.27,      22.69,     79.47,          1.09
       -1,          4,    6,         -1.94,          3.50,       2.39,      23.91,     83.73,          1.08
       -1,          4,    7,         -1.74,          3.50,       2.50,      25.00,     87.56,          1.07
        0,          1,    1,         -7.78,          3.50,       1.29,      12.93,     45.29,          0.82
        0,          1,    2,         -5.14,          3.50,       1.53,      15.30,     53.59,          1.07
        0,          1,    3,         -4.30,          3.50,       1.66,      16.62,     58.22,          1.12
        0,          1,    4,         -3.88,          3.50,       1.76,      17.60,     61.65,          1.11
        0,          1,    5,         -3.62,          3.50,       1.86,      18.62,     65.24,          1.08
        0,          1,    6,         -3.44,          3.50,       1.95,      19.46,     68.17,          1.05
        0,          1,    7,         -3.27,          3.50,       2.03,      20.29,     71.09,          1.02
        0,          2,    1,         -7.08,          3.50,       1.35,      13.49,     47.27,          0.88
        0,          2,    2,         -4.60,          3.50,       1.61,      16.04,     56.21,          1.11
        0,          2,    3,         -3.73,          3.50,       1.75,      17.50,     61.32,          1.16
        0,          2,    4,         -3.26,          3.50,       1.87,      18.72,     65.60,          1.16
        0,          2,    5,         -2.92,          3.50,       1.99,      19.92,     69.78,          1.14
        0,          2,    6,         -2.68,          3.50,       2.09,      20.89,     73.18,          1.12
        0,          2,    7,         -2.46,          3.50,       2.19,      21.90,     76.69,          1.10
        0,          3,    1,         -6.49,          3.50,       1.42,      14.20,     49.76,          0.90
        0,          3,    2,         -3.97,          3.50,       1.71,      17.10,     59.91,          1.15
        0,          3,    3,         -2.98,          3.50,       1.91,      19.09,     66.87,          1.20
        0,          3,    4,         -2.41,          3.50,       2.05,      20.55,     71.99,          1.22
        0,          3,    5,         -2.18,          3.50,       2.20,      22.01,     77.10,          1.16
        0,          3,    6,         -1.87,          3.50,       2.32,      23.22,     81.34,          1.15
        0,          3,    7,         -1.47,          3.50,       2.44,      24.36,     85.32,          1.18
        0,          4,    1,         -5.99,          3.50,       1.50,      15.03,     52.64,          0.90
        0,          4,    2,         -3.39,          3.50,       1.85,      18.48,     64.74,          1.15
        0,          4,    3,         -2.57,          3.50,       2.08,      20.77,     72.77,          1.15
        0,          4,    4,         -1.69,          3.50,       2.26,      22.57,     79.07,          1.25
        0,          4,    5,         -1.30,          3.50,       2.41,      24.05,     84.23,          1.25
        0,          4,    6,         -1.22,          3.50,       2.54,      25.36,     88.81,          1.18
        0,          4,    7,         -0.80,          3.50,       2.65,      26.48,     92.71,          1.22
        1,          1,    1,         -6.98,          3.50,       1.34,      13.38,     46.87,          0.92
        1,          1,    2,         -4.31,          3.50,       1.60,      16.00,     56.04,          1.19
        1,          1,    3,         -3.47,          3.50,       1.74,      17.35,     60.78,          1.26
        1,          1,    4,         -3.05,          3.50,       1.84,      18.43,     64.56,          1.25
        1,          1,    5,         -2.80,          3.50,       1.94,      19.41,     68.02,          1.22
        1,          1,    6,         -2.61,          3.50,       2.03,      20.26,     70.96,          1.19
        1,          1,    7,         -2.52,          3.50,       2.12,      21.19,     74.21,          1.14
        1,          2,    1,         -6.29,          3.50,       1.41,      14.06,     49.24,          0.97
        1,          2,    2,         -3.77,          3.50,       1.68,      16.77,     58.74,          1.24
        1,          2,    3,         -2.90,          3.50,       1.84,      18.40,     64.48,          1.30
        1,          2,    4,         -2.43,          3.50,       1.97,      19.64,     68.81,          1.30
        1,          2,    5,         -2.09,          3.50,       2.08,      20.77,     72.77,          1.29
        1,          2,    6,         -1.85,          3.50,       2.18,      21.85,     76.52,          1.27
        1,          2,    7,         -1.63,          3.50,       2.29,      22.91,     80.25,          1.24
        1,          3,    1,         -5.69,          3.50,       1.48,      14.86,     52.08,          0.99
        1,          3,    2,         -3.14,          3.50,       1.80,      17.98,     62.99,          1.27
        1,          3,    3,         -2.16,          3.50,       2.01,      20.09,     70.38,          1.34
        1,          3,    4,         -1.58,          3.50,       2.16,      21.63,     75.77,          1.37
        1,          3,    5,         -1.16,          3.50,       2.31,      23.11,     80.97,          1.36
        1,          3,    6,         -0.86,          3.50,       2.44,      24.40,     85.47,          1.35
        1,          3,    7,         -0.62,          3.50,       2.56,      25.62,     89.72,          1.34
        1,          4,    1,         -5.20,          3.50,       1.57,      15.71,     55.05,          1.00
        1,          4,    2,         -2.87,          3.50,       1.94,      19.44,     68.12,          1.19
        1,          4,    3,         -1.49,          3.50,       2.19,      21.88,     76.64,          1.37
        1,          4,    4,         -0.86,          3.50,       2.38,      23.81,     83.40,          1.40
        1,          4,    5,         -0.46,          3.50,       2.54,      25.41,     89.00,          1.40
        1,          4,    6,         -0.17,          3.50,       2.67,      26.77,     93.73,          1.40
        1,          4,    7,          0.03,          3.50,       2.79,      27.88,     97.62,          1.38
        2,          1,    1,         -5.95,          3.50,       1.41,      14.06,     49.25,          1.05
        2,          1,    2,         -3.22,          3.50,       1.70,      16.96,     59.43,          1.39
        2,          1,    3,         -2.62,          3.50,       1.85,      18.50,     64.80,          1.38
        2,          1,    4,         -2.23,          3.50,       1.96,      19.62,     68.73,          1.37
        2,          1,    5,         -1.69,          3.50,       2.06,      20.59,     72.14,          1.44
        2,          1,    6,         -1.50,          3.50,       2.15,      21.49,     75.30,          1.41
        2,          1,    7,         -1.34,          3.50,       2.24,      22.37,     78.36,          1.38
        2,          2,    1,         -5.51,          3.50,       1.49,      14.89,     52.18,          1.03
        2,          2,    2,         -2.67,          3.50,       1.79,      17.91,     62.75,          1.43
        2,          2,    3,         -1.78,          3.50,       1.96,      19.63,     68.78,          1.51
        2,          2,    4,         -1.32,          3.50,       2.09,      20.89,     73.20,          1.53
        2,          2,    5,         -0.98,          3.50,       2.22,      22.16,     77.63,          1.51
        2,          2,    6,         -0.74,          3.50,       2.33,      23.28,     81.53,          1.49
        2,          2,    7,         -0.53,          3.50,       2.43,      24.33,     85.21,          1.47
        2,          3,    1,         -4.64,          3.50,       1.57,      15.75,     55.17,          1.13
        2,          3,    2,         -2.04,          3.50,       1.92,      19.22,     67.35,          1.47
        2,          3,    3,         -1.04,          3.50,       2.14,      21.43,     75.06,          1.57
        2,          3,    4,         -0.47,          3.50,       2.32,      23.17,     81.14,          1.60
        2,          3,    5,         -0.05,          3.50,       2.48,      24.80,     86.85,          1.60
        2,          3,    6,          0.25,          3.50,       2.62,      26.16,     91.62,          1.59
        2,          3,    7,          0.44,          3.50,       2.74,      27.38,     95.90,          1.56
        2,          4,    1,         -4.14,          3.50,       1.67,      16.69,     58.47,          1.14
        2,          4,    2,         -1.46,          3.50,       2.08,      20.82,     72.92,          1.48
        2,          4,    3,         -0.38,          3.50,       2.36,      23.57,     82.55,          1.59
        2,          4,    4,          0.26,          3.50,       2.57,      25.65,     89.82,          1.63
        2,          4,    5,          0.66,          3.50,       2.73,      27.35,     95.77,          1.64
        2,          4,    6,          0.95,          3.50,       2.88,      28.75,    100.66,          1.64
