[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -6,          3,    7,         -7.48,          3.50,       1.80,      18.04,     63.21,          0.46
       -6,          4,    1,        -12.06,          3.50,       1.14,      11.36,     39.79,          0.41
       -6,          4,    2,         -9.54,          3.50,       1.34,      13.39,     46.93,          0.50
       -6,          4,    3,         -8.48,          3.50,       1.49,      14.89,     52.17,          0.52
       -6,          4,    4,         -7.84,          3.50,       1.62,      16.15,     56.56,          0.52
       -6,          4,    5,         -7.74,          3.50,       1.72,      17.17,     60.16,          0.48
       -6,          4,    6,         -7.13,          3.50,       1.82,      18.20,     63.75,          0.50
       -6,          4,    7,         -7.01,          3.50,       1.91,      19.08,     66.84,          0.47
       -5,          1,    1,        -12.09,          3.50,       1.08,      10.82,     37.92,          0.47
       -5,          1,    2,         -9.74,          3.50,       1.25,      12.50,     43.80,          0.56
       -5,          1,    3,         -8.73,          3.50,       1.36,      13.58,     47.58,          0.59
       -5,          1,    4,         -8.29,          3.50,       1.45,      14.49,     50.75,          0.57
       -5,          1,    5,         -8.04,          3.50,       1.53,      15.31,     53.63,          0.55
       -5,          1,    6,         -7.96,          3.50,       1.61,      16.11,     56.43,          0.51
       -5,          1,    7,         -7.79,          3.50,       1.69,      16.84,     59.01,          0.49
       -5,          2,    1,        -11.44,          3.50,       1.12,      11.25,     39.41,          0.50
       -5,          2,    2,         -9.06,          3.50,       1.30,      12.97,     45.46,          0.61
       -5,          2,    3,         -8.19,          3.50,       1.41,      14.11,     49.42,          0.62
       -5,          2,    4,         -7.73,          3.50,       1.51,      15.13,     53.01,          0.60
       -5,          2,    5,         -7.34,          3.50,       1.61,      16.10,     56.40,          0.59
       -5,          2,    6,         -7.08,          3.50,       1.70,      16.94,     59.34,          0.57
       -5,          2,    7,         -6.85,          3.50,       1.79,      17.83,     62.47,          0.55
       -5,          3,    1,        -10.87,          3.50,       1.17,      11.66,     40.85,          0.51
       -5,          3,    2,         -8.44,          3.50,       1.36,      13.63,     47.76,          0.63
       -5,          3,    3,         -7.46,          3.50,       1.51,      15.07,     52.78,          0.64
       -5,          3,    4,         -6.87,          3.50,       1.63,      16.25,     56.94,          0.64
       -5,          3,    5,         -6.44,          3.50,       1.74,      17.33,     60.72,          0.63
       -5,          3,    6,         -6.12,          3.50,       1.84,      18.39,     64.44,          0.62
       -5,          3,    7,         -5.86,          3.50,       1.93,      19.34,     67.75,          0.60
       -5,          4,    1,        -10.39,          3.50,       1.21,      12.11,     42.42,          0.52
       -5,          4,    2,         -7.86,          3.50,       1.44,      14.45,     50.62,          0.63
       -5,          4,    3,         -6.81,          3.50,       1.61,      16.10,     56.43,          0.66
       -5,          4,    4,         -6.17,          3.50,       1.74,      17.43,     61.06,          0.67
       -5,          4,    5,         -5.77,          3.50,       1.86,      18.62,     65.22,          0.65
       -5,          4,    6,         -5.48,          3.50,       1.97,      19.65,     68.85,          0.64
       -5,          4,    7,         -5.26,          3.50,       2.06,      20.54,     71.93,          0.63
       -4,          1,    1,        -11.38,          3.50,       1.11,      11.12,     38.98,          0.52
       -4,          1,    2,         -8.85,          3.50,       1.29,      12.89,     45.14,          0.64
       -4,          1,    3,         -8.22,          3.50,       1.39,      13.95,     48.86,          0.63
       -4,          1,    4,         -7.79,          3.50,       1.49,      14.86,     52.05,          0.61
       -4,          1,    5,         -7.32,          3.50,       1.57,      15.71,     55.04,          0.62
       -4,          1,    6,         -7.27,          3.50,       1.65,      16.52,     57.87,          0.57
       -4,          1,    7,         -6.92,          3.50,       1.73,      17.28,     60.54,          0.57
       -4,          2,    1,        -10.73,          3.50,       1.15,      11.52,     40.38,          0.55
       -4,          2,    2,         -8.34,          3.50,       1.33,      13.34,     46.73,          0.67
       -4,          2,    3,         -7.48,          3.50,       1.46,      14.59,     51.11,          0.68
       -4,          2,    4,         -6.99,          3.50,       1.56,      15.58,     54.60,          0.67
       -4,          2,    5,         -6.64,          3.50,       1.66,      16.57,     58.05,          0.65
       -4,          2,    6,         -6.38,          3.50,       1.74,      17.43,     61.08,          0.64
       -4,          2,    7,         -6.14,          3.50,       1.84,      18.37,     64.35,          0.62
       -4,          3,    1,        -10.15,          3.50,       1.20,      11.95,     41.87,          0.57
       -4,          3,    2,         -7.91,          3.50,       1.41,      14.04,     49.19,          0.66
       -4,          3,    3,         -6.75,          3.50,       1.56,      15.57,     54.56,          0.71
       -4,          3,    4,         -6.15,          3.50,       1.68,      16.77,     58.74,          0.72
       -4,          3,    5,         -5.72,          3.50,       1.80,      18.01,     63.08,          0.70
       -4,          3,    6,         -5.47,          3.50,       1.90,      19.01,     66.61,          0.68
       -4,          3,    7,         -5.16,          3.50,       2.00,      20.00,     70.05,          0.67
       -4,          4,    1,         -9.67,          3.50,       1.25,      12.48,     43.74,          0.57
       -4,          4,    2,         -7.17,          3.50,       1.50,      14.96,     52.41,          0.69
       -4,          4,    3,         -6.09,          3.50,       1.67,      16.70,     58.49,          0.73
       -4,          4,    4,         -5.46,          3.50,       1.81,      18.15,     63.59,          0.73
       -4,          4,    5,         -5.05,          3.50,       1.93,      19.33,     67.72,          0.73
       -4,          4,    6,         -4.77,          3.50,       2.04,      20.36,     71.30,          0.72
       -4,          4,    7,         -4.55,          3.50,       2.13,      21.31,     74.65,          0.70
       -3,          1,    1,        -10.73,          3.50,       1.14,      11.41,     39.96,          0.57
       -3,          1,    2,         -8.19,          3.50,       1.32,      13.21,     46.29,          0.71
       -3,          1,    3,         -7.41,          3.50,       1.43,      14.34,     50.25,          0.72
       -3,          1,    4,         -6.93,          3.50,       1.53,      15.29,     53.57,          0.71
       -3,          1,    5,         -6.66,          3.50,       1.62,      16.18,     56.69,          0.68
       -3,          1,    6,         -6.46,          3.50,       1.69,      16.92,     59.28,          0.66
       -3,          1,    7,         -6.28,          3.50,       1.77,      17.75,     62.17,          0.63
       -3,          2,    1,        -10.07,          3.50,       1.18,      11.82,     41.41,          0.60
       -3,          2,    2,         -7.67,          3.50,       1.37,      13.71,     48.03,          0.74
       -3,          2,    3,         -6.81,          3.50,       1.50,      15.00,     52.54,          0.75
       -3,          2,    4,         -6.35,          3.50,       1.60,      16.04,     56.21,          0.74
       -3,          2,    5,         -5.98,          3.50,       1.70,      17.03,     59.66,          0.73
       -3,          2,    6,         -5.73,          3.50,       1.80,      17.99,     63.02,          0.70
       -3,          2,    7,         -5.63,          3.50,       1.89,      18.86,     66.08,          0.67
       -3,          3,    1,         -9.49,          3.50,       1.23,      12.30,     43.10,          0.62
       -3,          3,    2,         -7.25,          3.50,       1.46,      14.56,     51.00,          0.72
       -3,          3,    3,         -6.07,          3.50,       1.61,      16.07,     56.29,          0.79
       -3,          3,    4,         -5.49,          3.50,       1.73,      17.35,     60.78,          0.79
       -3,          3,    5,         -5.06,          3.50,       1.86,      18.58,     65.10,          0.77
       -3,          3,    6,         -4.75,          3.50,       1.97,      19.65,     68.83,          0.76
       -3,          3,    7,         -4.58,          3.50,       2.06,      20.62,     72.22,          0.73
       -3,          4,    1,         -9.00,          3.50,       1.29,      12.89,     45.14,          0.62
       -3,          4,    2,         -6.47,          3.50,       1.55,      15.49,     54.28,          0.77
       -3,          4,    3,         -5.41,          3.50,       1.73,      17.30,     60.59,          0.80
       -3,          4,    4,         -4.78,          3.50,       1.88,      18.79,     65.84,          0.81
       -3,          4,    5,         -4.39,          3.50,       2.00,      20.04,     70.20,          0.80
       -3,          4,    6,         -4.10,          3.50,       2.11,      21.10,     73.88,          0.79
       -3,          4,    7,         -3.89,          3.50,       2.20,      22.06,     77.25,          0.78
       -2,          1,    1,         -9.56,          3.50,       1.19,      11.90,     41.71,          0.66
       -2,          1,    2,         -7.22,          3.50,       1.39,      13.90,     48.72,          0.80
       -2,          1,    3,         -6.18,          3.50,       1.51,      15.14,     53.05,          0.86
       -2,          1,    4,         -5.76,          3.50,       1.61,      16.11,     56.43,          0.85
       -2,          1,    5,         -5.49,          3.50,       1.70,      16.97,     59.45,          0.82
       -2,          1,    6,         -5.29,          3.50,       1.78,      17.77,     62.27,          0.79
       -2,          1,    7,         -5.12,          3.50,       1.86,      18.62,     65.22,          0.76
       -2,          2,    1,         -8.90,          3.50,       1.24,      12.40,     43.46,          0.70
       -2,          2,    2,         -6.48,          3.50,       1.45,      14.54,     50.92,          0.87
       -2,          2,    3,         -5.62,          3.50,       1.59,      15.87,     55.59,          0.89
       -2,          2,    4,         -5.15,          3.50,       1.69,      16.91,     59.23,          0.89
       -2,          2,    5,         -4.80,          3.50,       1.80,      18.04,     63.20,          0.87
       -2,          2,    6,         -4.54,          3.50,       1.90,      18.98,     66.48,          0.85
       -2,          2,    7,         -4.55,          3.50,       1.99,      19.95,     69.89,          0.78
       -2,          3,    1,         -8.51,          3.50,       1.30,      12.97,     45.44,          0.68
       -2,          3,    2,         -6.05,          3.50,       1.54,      15.42,     54.02,          0.85
       -2,          3,    3,         -4.87,          3.50,       1.70,      17.03,     59.67,          0.93
       -2,          3,    4,         -4.29,          3.50,       1.85,      18.46,     64.69,          0.93
       -2,          3,    5,         -3.87,          3.50,       1.97,      19.76,     69.19,          0.92
       -2,          3,    6,         -3.57,          3.50,       2.08,      20.85,     73.02,          0.91
       -2,          3,    7,         -3.32,          3.50,       2.19,      21.89,     76.67,          0.90
       -2,          4,    1,         -7.83,          3.50,       1.36,      13.59,     47.61,          0.72
       -2,          4,    2,         -5.27,          3.50,       1.65,      16.51,     57.85,          0.90
       -2,          4,    3,         -4.21,          3.50,       1.85,      18.51,     64.82,          0.95
       -2,          4,    4,         -3.59,          3.50,       2.01,      20.11,     70.43,          0.96
       -2,          4,    5,         -3.19,          3.50,       2.14,      21.40,     74.96,          0.96
       -2,          4,    6,         -2.90,          3.50,       2.25,      22.50,     78.81,          0.95
       -2,          4,    7,         -2.70,          3.50,       2.36,      23.55,     82.46,          0.93
       -1,          1,    1,         -8.59,          3.50,       1.24,      12.40,     43.43,          0.75
       -1,          1,    2,         -6.00,          3.50,       1.46,      14.62,     51.22,          0.96
       -1,          1,    3,         -5.17,          3.50,       1.59,      15.89,     55.69,          0.99
       -1,          1,    4,         -4.75,          3.50,       1.68,      16.84,     58.99,          0.98
       -1,          1,    5,         -4.49,          3.50,       1.78,      17.78,     62.29,          0.95
       -1,          1,    6,         -4.29,          3.50,       1.86,      18.64,     65.29,          0.92
       -1,          1,    7,         -4.30,          3.50,       1.95,      19.47,     68.19,          0.86
       -1,          2,    1,         -7.92,          3.50,       1.30,      12.96,     45.41,          0.79
       -1,          2,    2,         -5.46,          3.50,       1.53,      15.29,     53.55,          0.99
       -1,          2,    3,         -4.60,          3.50,       1.67,      16.67,     58.42,          1.03
       -1,          2,    4,         -4.14,          3.50,       1.78,      17.82,     62.42,          1.03
       -1,          2,    5,         -3.79,          3.50,       1.89,      18.93,     66.33,          1.01
       -1,          2,    6,         -3.54,          3.50,       1.99,      19.96,     69.92,          0.98
       -1,          2,    7,         -3.32,          3.50,       2.09,      20.89,     73.18,          0.96
       -1,          3,    1,         -7.32,          3.50,       1.36,      13.59,     47.64,          0.81
       -1,          3,    2,         -4.86,          3.50,       1.63,      16.29,     57.07,          1.02
       -1,          3,    3,         -3.95,          3.50,       1.81,      18.07,     63.31,          1.05
       -1,          3,    4,         -3.31,          3.50,       1.95,      19.54,     68.44,          1.07
       -1,          3,    5,         -2.98,          3.50,       2.08,      20.83,     72.98,          1.05
       -1,          3,    6,         -2.56,          3.50,       2.20,      22.00,     77.08,          1.06
       -1,          3,    7,         -2.31,          3.50,       2.31,      23.13,     81.03,          1.05
       -1,          4,    1,         -6.89,          3.50,       1.43,      14.31,     50.11,          0.81
       -1,          4,    2,         -4.43,          3.50,       1.74,      17.46,     61.16,          0.99
       -1,          4,    3,         -3.20,          3.50,       1.97,      19.67,     68.92,          1.09
       -1,          4,    4,         -2.57,          3.50,       2.14,      21.34,     74.76,          1.11
       -1,          4,    5,         -2.17,          3.50,       2.27,      22.70,     79.48,          1.11
       -1,          4,    6,         -1.89,          3.50,       2.39,      23.92,     83.78,          1.10
       -1,          4,    7,         -1.68,          3.50,       2.50,      25.00,     87.55,          1.08
        0,          1,    1,         -7.70,          3.50,       1.29,      12.90,     45.20,          0.84
        0,          1,    2,         -5.08,          3.50,       1.53,      15.33,     53.71,          1.08
        0,          1,    3,         -4.25,          3.50,       1.66,      16.65,     58.34,          1.13
        0,          1,    4,         -3.82,          3.50,       1.76,      17.62,     61.73,          1.13
        0,          1,    5,         -3.57,          3.50,       1.86,      18.62,     65.22,          1.09
        0,          1,    6,         -3.38,          3.50,       1.95,      19.46,     68.18,          1.06
        0,          1,    7,         -3.22,          3.50,       2.03,      20.29,     71.05,          1.04
        0,          2,    1,         -7.02,          3.50,       1.35,      13.51,     47.36,          0.89
        0,          2,    2,         -4.54,          3.50,       1.60,      16.03,     56.17,          1.13
        0,          2,    3,         -3.67,          3.50,       1.75,      17.53,     61.43,          1.18
        0,          2,    4,         -3.21,          3.50,       1.87,      18.76,     65.70,          1.17
        0,          2,    5,         -2.87,          3.50,       1.99,      19.92,     69.76,          1.15
        0,          2,    6,         -2.62,          3.50,       2.09,      20.89,     73.15,          1.13
        0,          2,    7,         -2.40,          3.50,       2.19,      21.91,     76.72,          1.11
        0,          3,    1,         -6.43,          3.50,       1.42,      14.23,     49.85,          0.91
        0,          3,    2,         -3.91,          3.50,       1.71,      17.09,     59.87,          1.16
        0,          3,    3,         -2.93,          3.50,       1.91,      19.06,     66.78,          1.22
        0,          3,    4,         -2.35,          3.50,       2.05,      20.56,     72.01,          1.23
        0,          3,    5,         -1.93,          3.50,       2.20,      22.04,     77.18,          1.22
        0,          3,    6,         -1.94,          3.50,       2.32,      23.22,     81.34,          1.13
        0,          3,    7,         -1.39,          3.50,       2.44,      24.36,     85.32,          1.20
        0,          4,    1,         -5.93,          3.50,       1.50,      15.03,     52.64,          0.92
        0,          4,    2,         -3.33,          3.50,       1.85,      18.49,     64.79,          1.16
        0,          4,    3,         -2.48,          3.50,       2.08,      20.78,     72.79,          1.18
        0,          4,    4,         -1.63,          3.50,       2.26,      22.59,     79.14,          1.26
        0,          4,    5,         -1.37,          3.50,       2.41,      24.06,     84.26,          1.23
        0,          4,    6,         -1.21,          3.50,       2.54,      25.37,     88.86,          1.18
        0,          4,    7,         -1.04,          3.50,       2.65,      26.50,     92.79,          1.16
        1,          1,    1,         -6.91,          3.50,       1.34,      13.42,     47.03,          0.92
        1,          1,    2,         -4.25,          3.50,       1.60,      16.00,     56.04,          1.21
        1,          1,    3,         -3.41,          3.50,       1.74,      17.36,     60.83,          1.27
        1,          1,    4,         -3.14,          3.50,       1.85,      18.46,     64.67,          1.22
        1,          1,    5,         -2.74,          3.50,       1.94,      19.44,     68.11,          1.23
        1,          1,    6,         -2.55,          3.50,       2.03,      20.26,     70.97,          1.21
        1,          1,    7,         -2.40,          3.50,       2.12,      21.16,     74.12,          1.17
        1,          2,    1,         -6.22,          3.50,       1.41,      14.03,     49.14,          0.99
        1,          2,    2,         -3.71,          3.50,       1.68,      16.75,     58.68,          1.26
        1,          2,    3,         -2.84,          3.50,       1.84,      18.42,     64.53,          1.31
        1,          2,    4,         -2.37,          3.50,       1.96,      19.65,     68.81,          1.32
        1,          2,    5,         -2.18,          3.50,       2.08,      20.78,     72.79,          1.26
        1,          2,    6,         -1.99,          3.50,       2.19,      21.87,     76.59,          1.22
        1,          2,    7,         -1.87,          3.50,       2.29,      22.93,     80.30,          1.17
        1,          3,    1,         -5.63,          3.50,       1.49,      14.85,     52.02,          1.01
        1,          3,    2,         -3.08,          3.50,       1.80,      18.03,     63.16,          1.28
        1,          3,    3,         -2.10,          3.50,       2.01,      20.05,     70.24,          1.36
        1,          3,    4,         -1.52,          3.50,       2.16,      21.63,     75.75,          1.38
        1,          3,    5,         -1.10,          3.50,       2.32,      23.15,     81.06,          1.38
        1,          3,    6,         -0.80,          3.50,       2.44,      24.39,     85.41,          1.37
        1,          3,    7,         -0.56,          3.50,       2.56,      25.63,     89.75,          1.35
        1,          4,    1,         -5.13,          3.50,       1.57,      15.70,     55.00,          1.02
        1,          4,    2,         -2.50,          3.50,       1.95,      19.46,     68.18,          1.30
        1,          4,    3,         -1.43,          3.50,       2.19,      21.94,     76.84,          1.38
        1,          4,    4,         -0.80,          3.50,       2.39,      23.85,     83.51,          1.42
        1,          4,    5,         -0.40,          3.50,       2.54,      25.44,     89.09,          1.42
        1,          4,    6,         -0.11,          3.50,       2.68,      26.78,     93.79,          1.41
        1,          4,    7,          0.09,          3.50,       2.79,      27.93,     97.79,          1.40
        2,          1,    1,         -5.89,          3.50,       1.41,      14.08,     49.33,          1.06
        2,          1,    2,         -3.19,          3.50,       1.70,      16.96,     59.43,          1.39
        2,          1,    3,         -2.30,          3.50,       1.85,      18.49,     64.79,          1.48
        2,          1,    4,         -1.88,          3.50,       1.96,      19.61,     68.71,          1.48
        2,          1,    5,         -1.63,          3.50,       2.06,      20.56,     72.02,          1.46
        2,          1,    6,         -1.76,          3.50,       2.15,      21.52,     75.37,          1.32
        2,          1,    7,         -1.29,          3.50,       2.24,      22.40,     78.44,          1.39
        2,          2,    1,         -5.18,          3.50,       1.49,      14.87,     52.11,          1.12
        2,          2,    2,         -2.90,          3.50,       1.79,      17.89,     62.67,          1.36
        2,          2,    3,         -1.95,          3.50,       1.96,      19.65,     68.84,          1.46
        2,          2,    4,         -1.26,          3.50,       2.09,      20.88,     73.13,          1.55
        2,          2,    5,         -0.92,          3.50,       2.22,      22.17,     77.66,          1.53
        2,          2,    6,         -0.68,          3.50,       2.33,      23.30,     81.60,          1.51
        2,          2,    7,         -0.47,          3.50,       2.43,      24.32,     85.16,          1.49
        2,          3,    1,         -4.86,          3.50,       1.57,      15.74,     55.14,          1.08
        2,          3,    2,         -2.29,          3.50,       1.92,      19.22,     67.31,          1.39
        2,          3,    3,         -0.98,          3.50,       2.15,      21.46,     75.18,          1.58
        2,          3,    4,         -0.41,          3.50,       2.32,      23.17,     81.13,          1.62
        2,          3,    5,          0.01,          3.50,       2.48,      24.82,     86.93,          1.61
        2,          3,    6,          0.26,          3.50,       2.62,      26.16,     91.60,          1.59
        2,          3,    7,          0.55,          3.50,       2.74,      27.41,     95.97,          1.59
        2,          4,    1,         -4.38,          3.50,       1.67,      16.70,     58.49,          1.08
        2,          4,    2,         -1.66,          3.50,       2.08,      20.82,     72.93,          1.42
        2,          4,    3,         -0.31,          3.50,       2.36,      23.56,     82.50,          1.61
        2,          4,    4,          0.32,          3.50,       2.57,      25.67,     89.90,          1.65
        2,          4,    5,          0.65,          3.50,       2.73,      27.33,     95.71,          1.64
        2,          4,    6,          1.01,          3.50,       2.88,      28.81,    100.87,          1.66
