[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -9,          4,    5,        -10.75,          3.50,       1.51,      15.10,     52.92,          0.30
       -9,          4,    6,        -10.42,          3.50,       1.60,      15.95,     55.89,          0.29
       -9,          4,    7,        -10.20,          3.50,       1.68,      16.78,     58.79,          0.28
       -8,          1,    1,        -15.84,          3.50,       0.98,       9.81,     34.38,          0.27
       -8,          1,    2,        -13.31,          3.50,       1.11,      11.12,     38.99,          0.33
       -8,          1,    3,        -12.43,          3.50,       1.20,      12.01,     42.08,          0.33
       -8,          1,    4,        -11.94,          3.50,       1.29,      12.86,     45.07,          0.32
       -8,          1,    5,        -11.62,          3.50,       1.36,      13.65,     47.82,          0.30
       -8,          1,    6,        -11.38,          3.50,       1.44,      14.40,     50.44,          0.29
       -8,          1,    7,        -11.15,          3.50,       1.51,      15.16,     53.13,          0.27
       -8,          2,    1,        -15.23,          3.50,       1.00,      10.03,     35.14,          0.29
       -8,          2,    2,        -12.83,          3.50,       1.14,      11.40,     39.96,          0.35
       -8,          2,    3,        -11.93,          3.50,       1.24,      12.38,     43.36,          0.35
       -8,          2,    4,        -11.41,          3.50,       1.33,      13.28,     46.55,          0.33
       -8,          2,    5,        -11.02,          3.50,       1.41,      14.12,     49.51,          0.32
       -8,          2,    6,        -11.04,          3.50,       1.50,      14.99,     52.52,          0.29
       -8,          2,    7,        -10.45,          3.50,       1.58,      15.78,     55.30,          0.30
       -8,          3,    1,        -14.68,          3.50,       1.03,      10.26,     35.93,          0.31
       -8,          3,    2,        -12.23,          3.50,       1.18,      11.78,     41.28,          0.37
       -8,          3,    3,        -11.22,          3.50,       1.30,      13.00,     45.57,          0.37
       -8,          3,    4,        -10.60,          3.50,       1.40,      13.98,     48.99,          0.36
       -8,          3,    5,        -10.13,          3.50,       1.50,      14.99,     52.53,          0.35
       -8,          3,    6,         -9.78,          3.50,       1.59,      15.90,     55.71,          0.34
       -8,          3,    7,         -9.49,          3.50,       1.67,      16.75,     58.68,          0.33
       -8,          4,    1,        -14.20,          3.50,       1.05,      10.56,     37.00,          0.31
       -8,          4,    2,        -11.67,          3.50,       1.23,      12.31,     43.15,          0.37
       -8,          4,    3,        -10.59,          3.50,       1.37,      13.67,     47.87,          0.38
       -8,          4,    4,         -9.92,          3.50,       1.48,      14.83,     51.97,          0.38
       -8,          4,    5,         -9.50,          3.50,       1.58,      15.81,     55.40,          0.37
       -8,          4,    6,         -9.18,          3.50,       1.67,      16.71,     58.56,          0.36
       -8,          4,    7,         -8.95,          3.50,       1.75,      17.54,     61.46,          0.35
       -7,          1,    1,        -14.77,          3.50,       1.00,      10.04,     35.18,          0.33
       -7,          1,    2,        -12.23,          3.50,       1.15,      11.44,     40.09,          0.40
       -7,          1,    3,        -11.38,          3.50,       1.24,      12.41,     43.47,          0.39
       -7,          1,    4,        -10.90,          3.50,       1.33,      13.27,     46.47,          0.38
       -7,          1,    5,        -10.59,          3.50,       1.40,      14.04,     49.19,          0.36
       -7,          1,    6,        -10.36,          3.50,       1.48,      14.82,     51.93,          0.34
       -7,          1,    7,        -10.14,          3.50,       1.56,      15.56,     54.53,          0.33
       -7,          2,    1,        -14.13,          3.50,       1.03,      10.29,     36.05,          0.34
       -7,          2,    2,        -11.74,          3.50,       1.18,      11.79,     41.32,          0.41
       -7,          2,    3,        -10.85,          3.50,       1.28,      12.80,     44.84,          0.41
       -7,          2,    4,        -10.34,          3.50,       1.37,      13.71,     48.04,          0.40
       -7,          2,    5,         -9.95,          3.50,       1.47,      14.65,     51.33,          0.38
       -7,          2,    6,         -9.76,          3.50,       1.55,      15.47,     54.19,          0.36
       -7,          2,    7,         -9.41,          3.50,       1.63,      16.29,     57.07,          0.36
       -7,          3,    1,        -13.57,          3.50,       1.06,      10.57,     37.05,          0.36
       -7,          3,    2,        -11.14,          3.50,       1.22,      12.23,     42.87,          0.43
       -7,          3,    3,        -10.14,          3.50,       1.35,      13.48,     47.24,          0.43
       -7,          3,    4,         -9.54,          3.50,       1.46,      14.59,     51.12,          0.42
       -7,          3,    5,         -9.07,          3.50,       1.56,      15.58,     54.60,          0.42
       -7,          3,    6,         -8.73,          3.50,       1.65,      16.51,     57.87,          0.41
       -7,          3,    7,         -8.46,          3.50,       1.74,      17.38,     60.89,          0.40
       -7,          4,    1,        -13.11,          3.50,       1.09,      10.96,     38.40,          0.36
       -7,          4,    2,        -10.57,          3.50,       1.28,      12.86,     45.05,          0.43
       -7,          4,    3,         -9.50,          3.50,       1.43,      14.27,     50.00,          0.45
       -7,          4,    4,         -8.84,          3.50,       1.55,      15.46,     54.15,          0.44
       -7,          4,    5,         -8.43,          3.50,       1.65,      16.49,     57.79,          0.44
       -7,          4,    6,         -8.12,          3.50,       1.74,      17.40,     60.97,          0.43
       -7,          4,    7,         -7.89,          3.50,       1.83,      18.32,     64.19,          0.41
       -6,          1,    1,        -13.78,          3.50,       1.03,      10.30,     36.08,          0.37
       -6,          1,    2,        -11.26,          3.50,       1.18,      11.81,     41.37,          0.45
       -6,          1,    3,        -10.42,          3.50,       1.28,      12.82,     44.93,          0.45
       -6,          1,    4,         -9.95,          3.50,       1.37,      13.67,     47.90,          0.44
       -6,          1,    5,         -9.66,          3.50,       1.45,      14.48,     50.75,          0.42
       -6,          1,    6,         -9.43,          3.50,       1.52,      15.24,     53.40,          0.40
       -6,          1,    7,         -9.23,          3.50,       1.60,      16.03,     56.18,          0.38
       -6,          2,    1,        -13.15,          3.50,       1.06,      10.60,     37.14,          0.40
       -6,          2,    2,        -10.76,          3.50,       1.22,      12.17,     42.63,          0.47
       -6,          2,    3,         -9.88,          3.50,       1.33,      13.26,     46.47,          0.48
       -6,          2,    4,         -9.38,          3.50,       1.42,      14.21,     49.82,          0.46
       -6,          2,    5,         -9.01,          3.50,       1.52,      15.13,     53.02,          0.45
       -6,          2,    6,         -8.73,          3.50,       1.60,      15.97,     55.95,          0.43
       -6,          2,    7,         -8.49,          3.50,       1.68,      16.76,     58.71,          0.42
       -6,          3,    1,        -12.58,          3.50,       1.09,      10.93,     38.30,          0.41
       -6,          3,    2,        -10.15,          3.50,       1.27,      12.72,     44.56,          0.49
       -6,          3,    3,         -9.38,          3.50,       1.40,      14.01,     49.10,          0.48
       -6,          3,    4,         -8.55,          3.50,       1.51,      15.12,     52.97,          0.50
       -6,          3,    5,         -8.10,          3.50,       1.62,      16.23,     56.85,          0.48
       -6,          3,    6,         -7.78,          3.50,       1.71,      17.10,     59.92,          0.48
       -6,          3,    7,         -7.51,          3.50,       1.81,      18.06,     63.29,          0.46
       -6,          4,    1,        -12.10,          3.50,       1.14,      11.37,     39.83,          0.41
       -6,          4,    2,         -9.58,          3.50,       1.34,      13.38,     46.89,          0.50
       -6,          4,    3,         -8.52,          3.50,       1.49,      14.90,     52.19,          0.51
       -6,          4,    4,         -7.87,          3.50,       1.62,      16.15,     56.61,          0.51
       -6,          4,    5,         -7.46,          3.50,       1.72,      17.21,     60.27,          0.51
       -6,          4,    6,         -7.42,          3.50,       1.82,      18.20,     63.79,          0.47
       -6,          4,    7,         -6.94,          3.50,       1.91,      19.08,     66.84,          0.48
       -5,          1,    1,        -12.13,          3.50,       1.08,      10.85,     38.02,          0.47
       -5,          1,    2,         -9.60,          3.50,       1.25,      12.53,     43.90,          0.58
       -5,          1,    3,         -8.77,          3.50,       1.36,      13.59,     47.61,          0.59
       -5,          1,    4,         -8.56,          3.50,       1.45,      14.47,     50.71,          0.54
       -5,          1,    5,         -8.04,          3.50,       1.53,      15.32,     53.68,          0.55
       -5,          1,    6,         -7.83,          3.50,       1.61,      16.10,     56.39,          0.53
       -5,          1,    7,         -7.64,          3.50,       1.69,      16.87,     59.12,          0.50
       -5,          2,    1,        -11.48,          3.50,       1.13,      11.24,     39.38,          0.50
       -5,          2,    2,         -9.08,          3.50,       1.30,      12.99,     45.50,          0.60
       -5,          2,    3,         -8.37,          3.50,       1.41,      14.12,     49.47,          0.60
       -5,          2,    4,         -7.74,          3.50,       1.51,      15.14,     53.04,          0.60
       -5,          2,    5,         -7.37,          3.50,       1.61,      16.12,     56.47,          0.58
       -5,          2,    6,         -7.11,          3.50,       1.70,      16.95,     59.38,          0.57
       -5,          2,    7,         -6.87,          3.50,       1.79,      17.87,     62.59,          0.55
       -5,          3,    1,        -10.91,          3.50,       1.17,      11.65,     40.81,          0.51
       -5,          3,    2,         -8.47,          3.50,       1.36,      13.62,     47.73,          0.62
       -5,          3,    3,         -7.49,          3.50,       1.51,      15.05,     52.72,          0.64
       -5,          3,    4,         -7.23,          3.50,       1.63,      16.29,     57.07,          0.59
       -5,          3,    5,         -6.46,          3.50,       1.74,      17.38,     60.89,          0.63
       -5,          3,    6,         -6.15,          3.50,       1.84,      18.40,     64.47,          0.61
       -5,          3,    7,         -5.89,          3.50,       1.93,      19.33,     67.72,          0.60
       -5,          4,    1,        -10.43,          3.50,       1.21,      12.09,     42.35,          0.52
       -5,          4,    2,         -7.90,          3.50,       1.44,      14.43,     50.56,          0.63
       -5,          4,    3,         -6.84,          3.50,       1.61,      16.13,     56.52,          0.65
       -5,          4,    4,         -6.47,          3.50,       1.74,      17.42,     61.04,          0.62
       -5,          4,    5,         -5.80,          3.50,       1.86,      18.65,     65.35,          0.65
       -5,          4,    6,         -5.50,          3.50,       1.97,      19.67,     68.94,          0.64
       -5,          4,    7,         -5.54,          3.50,       2.06,      20.58,     72.09,          0.59
       -4,          1,    1,        -11.42,          3.50,       1.11,      11.15,     39.06,          0.51
       -4,          1,    2,         -8.88,          3.50,       1.29,      12.90,     45.21,          0.64
       -4,          1,    3,         -8.05,          3.50,       1.40,      13.97,     48.93,          0.65
       -4,          1,    4,         -7.62,          3.50,       1.49,      14.89,     52.16,          0.64
       -4,          1,    5,         -7.34,          3.50,       1.57,      15.72,     55.09,          0.61
       -4,          1,    6,         -7.13,          3.50,       1.65,      16.53,     57.93,          0.59
       -4,          1,    7,         -7.00,          3.50,       1.73,      17.29,     60.59,          0.56
       -4,          2,    1,        -10.77,          3.50,       1.15,      11.53,     40.42,          0.54
       -4,          2,    2,         -8.36,          3.50,       1.33,      13.34,     46.73,          0.67
       -4,          2,    3,         -7.50,          3.50,       1.46,      14.60,     51.16,          0.68
       -4,          2,    4,         -7.02,          3.50,       1.56,      15.58,     54.61,          0.67
       -4,          2,    5,         -6.66,          3.50,       1.66,      16.59,     58.13,          0.65
       -4,          2,    6,         -6.40,          3.50,       1.74,      17.42,     61.05,          0.63
       -4,          2,    7,         -6.46,          3.50,       1.84,      18.38,     64.40,          0.57
       -4,          3,    1,        -10.19,          3.50,       1.20,      11.98,     41.96,          0.56
       -4,          3,    2,         -7.75,          3.50,       1.41,      14.05,     49.23,          0.69
       -4,          3,    3,         -6.95,          3.50,       1.56,      15.55,     54.50,          0.68
       -4,          3,    4,         -6.18,          3.50,       1.68,      16.81,     58.90,          0.71
       -4,          3,    5,         -5.74,          3.50,       1.80,      18.00,     63.09,          0.70
       -4,          3,    6,         -5.43,          3.50,       1.90,      19.02,     66.63,          0.69
       -4,          3,    7,         -5.17,          3.50,       2.00,      20.00,     70.09,          0.67
       -4,          4,    1,         -9.98,          3.50,       1.25,      12.47,     43.70,          0.53
       -4,          4,    2,         -7.16,          3.50,       1.50,      14.96,     52.41,          0.70
       -4,          4,    3,         -6.11,          3.50,       1.67,      16.69,     58.48,          0.73
       -4,          4,    4,         -5.48,          3.50,       1.81,      18.16,     63.63,          0.73
       -4,          4,    5,         -5.14,          3.50,       1.93,      19.33,     67.72,          0.71
       -4,          4,    6,         -4.78,          3.50,       2.04,      20.34,     71.25,          0.72
       -4,          4,    7,         -4.57,          3.50,       2.13,      21.34,     74.75,          0.70
       -3,          1,    1,        -10.76,          3.50,       1.14,      11.40,     39.96,          0.56
       -3,          1,    2,         -8.22,          3.50,       1.32,      13.23,     46.37,          0.70
       -3,          1,    3,         -7.40,          3.50,       1.44,      14.36,     50.32,          0.72
       -3,          1,    4,         -6.95,          3.50,       1.53,      15.28,     53.55,          0.71
       -3,          1,    5,         -6.69,          3.50,       1.62,      16.16,     56.61,          0.68
       -3,          1,    6,         -6.48,          3.50,       1.69,      16.93,     59.34,          0.65
       -3,          1,    7,         -6.30,          3.50,       1.78,      17.75,     62.19,          0.63
       -3,          2,    1,        -10.11,          3.50,       1.18,      11.81,     41.39,          0.59
       -3,          2,    2,         -7.69,          3.50,       1.37,      13.74,     48.14,          0.73
       -3,          2,    3,         -6.83,          3.50,       1.50,      15.03,     52.67,          0.75
       -3,          2,    4,         -6.35,          3.50,       1.60,      16.02,     56.14,          0.74
       -3,          2,    5,         -6.00,          3.50,       1.70,      17.04,     59.71,          0.72
       -3,          2,    6,         -5.74,          3.50,       1.80,      17.99,     63.03,          0.70
       -3,          2,    7,         -5.51,          3.50,       1.89,      18.88,     66.15,          0.68
       -3,          3,    1,         -9.52,          3.50,       1.23,      12.32,     43.17,          0.61
       -3,          3,    2,         -7.37,          3.50,       1.45,      14.54,     50.94,          0.70
       -3,          3,    3,         -6.10,          3.50,       1.61,      16.07,     56.32,          0.78
       -3,          3,    4,         -5.51,          3.50,       1.73,      17.34,     60.75,          0.78
       -3,          3,    5,         -5.08,          3.50,       1.86,      18.58,     65.11,          0.77
       -3,          3,    6,         -4.77,          3.50,       1.97,      19.64,     68.79,          0.76
       -3,          3,    7,         -4.52,          3.50,       2.06,      20.61,     72.20,          0.75
       -3,          4,    1,         -9.04,          3.50,       1.29,      12.87,     45.08,          0.62
       -3,          4,    2,         -6.50,          3.50,       1.55,      15.48,     54.25,          0.76
       -3,          4,    3,         -5.44,          3.50,       1.73,      17.30,     60.62,          0.80
       -3,          4,    4,         -4.81,          3.50,       1.88,      18.80,     65.86,          0.81
       -3,          4,    5,         -4.41,          3.50,       2.00,      20.02,     70.15,          0.80
       -3,          4,    6,         -4.12,          3.50,       2.11,      21.11,     73.95,          0.79
       -3,          4,    7,         -3.91,          3.50,       2.21,      22.06,     77.27,          0.78
       -2,          1,    1,         -9.59,          3.50,       1.19,      11.91,     41.75,          0.66
       -2,          1,    2,         -7.03,          3.50,       1.39,      13.91,     48.73,          0.84
       -2,          1,    3,         -6.20,          3.50,       1.51,      15.15,     53.07,          0.86
       -2,          1,    4,         -6.08,          3.50,       1.61,      16.10,     56.41,          0.79
       -2,          1,    5,         -5.51,          3.50,       1.70,      16.96,     59.44,          0.82
       -2,          1,    6,         -5.31,          3.50,       1.78,      17.78,     62.32,          0.79
       -2,          1,    7,         -5.14,          3.50,       1.87,      18.63,     65.27,          0.76
       -2,          2,    1,         -8.93,          3.50,       1.24,      12.39,     43.43,          0.69
       -2,          2,    2,         -6.72,          3.50,       1.45,      14.55,     50.98,          0.82
       -2,          2,    3,         -5.64,          3.50,       1.59,      15.87,     55.61,          0.89
       -2,          2,    4,         -5.16,          3.50,       1.69,      16.93,     59.30,          0.89
       -2,          2,    5,         -5.11,          3.50,       1.81,      18.04,     63.20,          0.81
       -2,          2,    6,         -4.56,          3.50,       1.90,      18.98,     66.49,          0.84
       -2,          2,    7,         -4.59,          3.50,       2.00,      19.97,     69.95,          0.77
       -2,          3,    1,         -8.34,          3.50,       1.30,      12.97,     45.46,          0.71
       -2,          3,    2,         -5.87,          3.50,       1.54,      15.43,     54.06,          0.89
       -2,          3,    3,         -4.89,          3.50,       1.71,      17.08,     59.83,          0.93
       -2,          3,    4,         -4.31,          3.50,       1.85,      18.46,     64.67,          0.93
       -2,          3,    5,         -3.90,          3.50,       1.98,      19.79,     69.31,          0.92
       -2,          3,    6,         -3.58,          3.50,       2.08,      20.84,     73.02,          0.91
       -2,          3,    7,         -3.33,          3.50,       2.19,      21.89,     76.69,          0.90
       -2,          4,    1,         -7.85,          3.50,       1.36,      13.61,     47.71,          0.72
       -2,          4,    2,         -5.29,          3.50,       1.65,      16.51,     57.86,          0.90
       -2,          4,    3,         -4.23,          3.50,       1.85,      18.50,     64.82,          0.94
       -2,          4,    4,         -3.60,          3.50,       2.01,      20.08,     70.35,          0.96
       -2,          4,    5,         -3.21,          3.50,       2.14,      21.41,     74.98,          0.95
       -2,          4,    6,         -2.92,          3.50,       2.25,      22.52,     78.87,          0.95
       -2,          4,    7,         -2.71,          3.50,       2.36,      23.56,     82.54,          0.93
       -1,          1,    1,         -8.61,          3.50,       1.24,      12.40,     43.45,          0.75
       -1,          1,    2,         -6.02,          3.50,       1.47,      14.65,     51.33,          0.95
       -1,          1,    3,         -5.20,          3.50,       1.59,      15.88,     55.65,          0.99
       -1,          1,    4,         -4.76,          3.50,       1.69,      16.87,     59.10,          0.98
       -1,          1,    5,         -4.50,          3.50,       1.78,      17.77,     62.23,          0.95
       -1,          1,    6,         -4.31,          3.50,       1.86,      18.63,     65.28,          0.92
       -1,          1,    7,         -4.14,          3.50,       1.95,      19.48,     68.26,          0.89
       -1,          2,    1,         -7.94,          3.50,       1.30,      12.98,     45.49,          0.78
       -1,          2,    2,         -5.68,          3.50,       1.53,      15.30,     53.60,          0.95
       -1,          2,    3,         -4.89,          3.50,       1.67,      16.68,     58.45,          0.97
       -1,          2,    4,         -4.42,          3.50,       1.79,      17.86,     62.59,          0.96
       -1,          2,    5,         -4.10,          3.50,       1.90,      18.97,     66.47,          0.94
       -1,          2,    6,         -3.86,          3.50,       1.99,      19.95,     69.88,          0.92
       -1,          2,    7,         -3.61,          3.50,       2.09,      20.86,     73.08,          0.91
       -1,          3,    1,         -7.35,          3.50,       1.36,      13.59,     47.63,          0.81
       -1,          3,    2,         -5.16,          3.50,       1.63,      16.29,     57.09,          0.95
       -1,          3,    3,         -3.87,          3.50,       1.81,      18.10,     63.43,          1.06
       -1,          3,    4,         -3.30,          3.50,       1.95,      19.53,     68.44,          1.07
       -1,          3,    5,         -3.11,          3.50,       2.08,      20.84,     72.99,          1.02
       -1,          3,    6,         -2.57,          3.50,       2.20,      22.02,     77.12,          1.06
       -1,          3,    7,         -2.38,          3.50,       2.31,      23.14,     81.03,          1.03
       -1,          4,    1,         -6.87,          3.50,       1.43,      14.30,     50.12,          0.81
       -1,          4,    2,         -4.27,          3.50,       1.74,      17.45,     61.13,          1.03
       -1,          4,    3,         -3.21,          3.50,       1.97,      19.66,     68.88,          1.08
       -1,          4,    4,         -2.59,          3.50,       2.13,      21.35,     74.78,          1.10
       -1,          4,    5,         -2.19,          3.50,       2.27,      22.73,     79.60,          1.10
       -1,          4,    6,         -1.90,          3.50,       2.39,      23.89,     83.69,          1.10
       -1,          4,    7,         -1.69,          3.50,       2.50,      25.03,     87.66,          1.08
        0,          1,    1,         -7.72,          3.50,       1.29,      12.92,     45.26,          0.84
        0,          1,    2,         -5.10,          3.50,       1.53,      15.33,     53.72,          1.08
        0,          1,    3,         -4.33,          3.50,       1.66,      16.64,     58.31,          1.11
        0,          1,    4,         -3.84,          3.50,       1.77,      17.64,     61.81,          1.12
        0,          1,    5,         -3.58,          3.50,       1.86,      18.60,     65.15,          1.09
        0,          1,    6,         -3.39,          3.50,       1.95,      19.49,     68.30,          1.06
        0,          1,    7,         -3.39,          3.50,       2.03,      20.32,     71.18,          0.99
        0,          2,    1,         -7.04,          3.50,       1.35,      13.51,     47.34,          0.88
        0,          2,    2,         -4.55,          3.50,       1.61,      16.06,     56.27,          1.12
        0,          2,    3,         -3.69,          3.50,       1.75,      17.53,     61.43,          1.17
        0,          2,    4,         -3.22,          3.50,       1.88,      18.75,     65.69,          1.17
        0,          2,    5,         -2.88,          3.50,       1.99,      19.91,     69.77,          1.15
        0,          2,    6,         -2.63,          3.50,       2.09,      20.89,     73.16,          1.13
        0,          2,    7,         -2.41,          3.50,       2.19,      21.92,     76.78,          1.11
        0,          3,    1,         -6.45,          3.50,       1.42,      14.20,     49.75,          0.91
        0,          3,    2,         -3.92,          3.50,       1.71,      17.11,     59.96,          1.16
        0,          3,    3,         -2.94,          3.50,       1.91,      19.08,     66.84,          1.21
        0,          3,    4,         -2.37,          3.50,       2.06,      20.57,     72.06,          1.23
        0,          3,    5,         -1.95,          3.50,       2.20,      21.99,     77.04,          1.23
        0,          3,    6,         -1.85,          3.50,       2.33,      23.25,     81.45,          1.16
        0,          3,    7,         -1.67,          3.50,       2.44,      24.35,     85.28,          1.13
        0,          4,    1,         -6.25,          3.50,       1.51,      15.05,     52.74,          0.85
        0,          4,    2,         -3.67,          3.50,       1.85,      18.50,     64.81,          1.07
        0,          4,    3,         -2.28,          3.50,       2.08,      20.78,     72.81,          1.23
        0,          4,    4,         -1.65,          3.50,       2.26,      22.57,     79.06,          1.26
        0,          4,    5,         -1.26,          3.50,       2.41,      24.06,     84.29,          1.26
        0,          4,    6,         -0.97,          3.50,       2.54,      25.40,     88.97,          1.25
        0,          4,    7,         -0.76,          3.50,       2.65,      26.51,     92.84,          1.23
        1,          1,    1,         -6.94,          3.50,       1.34,      13.40,     46.94,          0.92
        1,          1,    2,         -4.51,          3.50,       1.60,      16.00,     56.07,          1.14
        1,          1,    3,         -3.43,          3.50,       1.74,      17.38,     60.88,          1.26
        1,          1,    4,         -3.01,          3.50,       1.85,      18.45,     64.67,          1.26
        1,          1,    5,         -2.75,          3.50,       1.94,      19.45,     68.15,          1.23
        1,          1,    6,         -2.57,          3.50,       2.03,      20.28,     71.06,          1.20
        1,          1,    7,         -2.40,          3.50,       2.12,      21.16,     74.15,          1.17
        1,          2,    1,         -6.25,          3.50,       1.41,      14.06,     49.25,          0.98
        1,          2,    2,         -3.90,          3.50,       1.68,      16.77,     58.77,          1.20
        1,          2,    3,         -2.86,          3.50,       1.84,      18.41,     64.48,          1.31
        1,          2,    4,         -2.39,          3.50,       1.96,      19.66,     68.85,          1.31
        1,          2,    5,         -2.05,          3.50,       2.08,      20.81,     72.91,          1.30
        1,          2,    6,         -2.08,          3.50,       2.19,      21.86,     76.58,          1.20
        1,          2,    7,         -1.88,          3.50,       2.29,      22.93,     80.31,          1.17
        1,          3,    1,         -5.65,          3.50,       1.49,      14.86,     52.07,          1.00
        1,          3,    2,         -3.20,          3.50,       1.80,      18.00,     63.06,          1.25
        1,          3,    3,         -2.31,          3.50,       2.01,      20.06,     70.27,          1.30
        1,          3,    4,         -1.80,          3.50,       2.16,      21.63,     75.77,          1.30
        1,          3,    5,         -1.12,          3.50,       2.31,      23.16,     81.14,          1.37
        1,          3,    6,         -0.82,          3.50,       2.44,      24.40,     85.50,          1.37
        1,          3,    7,         -0.58,          3.50,       2.56,      25.61,     89.69,          1.35
        1,          4,    1,         -5.16,          3.50,       1.57,      15.71,     55.03,          1.01
        1,          4,    2,         -2.52,          3.50,       1.95,      19.47,     68.20,          1.29
        1,          4,    3,         -1.44,          3.50,       2.19,      21.92,     76.75,          1.38
        1,          4,    4,         -0.81,          3.50,       2.38,      23.83,     83.47,          1.42
        1,          4,    5,         -0.44,          3.50,       2.54,      25.41,     88.99,          1.41
        1,          4,    6,         -0.13,          3.50,       2.68,      26.77,     93.74,          1.41
        1,          4,    7,          0.08,          3.50,       2.79,      27.93,     97.83,          1.40
        2,          1,    1,         -5.91,          3.50,       1.41,      14.12,     49.48,          1.05
        2,          1,    2,         -3.17,          3.50,       1.69,      16.94,     59.36,          1.40
        2,          1,    3,         -2.31,          3.50,       1.85,      18.49,     64.80,          1.48
        2,          1,    4,         -1.89,          3.50,       1.96,      19.62,     68.74,          1.48
        2,          1,    5,         -1.64,          3.50,       2.06,      20.57,     72.07,          1.46
        2,          1,    6,         -1.47,          3.50,       2.15,      21.51,     75.34,          1.42
        2,          1,    7,         -1.30,          3.50,       2.24,      22.37,     78.37,          1.39
        2,          2,    1,         -5.20,          3.50,       1.49,      14.90,     52.19,          1.11
        2,          2,    2,         -2.62,          3.50,       1.79,      17.92,     62.77,          1.44
        2,          2,    3,         -1.74,          3.50,       1.96,      19.65,     68.84,          1.53
        2,          2,    4,         -1.27,          3.50,       2.09,      20.88,     73.16,          1.55
        2,          2,    5,         -0.94,          3.50,       2.22,      22.16,     77.63,          1.53
        2,          2,    6,         -0.70,          3.50,       2.33,      23.29,     81.58,          1.50
        2,          2,    7,         -0.49,          3.50,       2.44,      24.35,     85.29,          1.48
        2,          3,    1,         -4.59,          3.50,       1.57,      15.73,     55.14,          1.15
        2,          3,    2,         -1.99,          3.50,       1.93,      19.26,     67.46,          1.48
        2,          3,    3,         -1.00,          3.50,       2.15,      21.47,     75.20,          1.58
        2,          3,    4,         -0.42,          3.50,       2.32,      23.17,     81.17,          1.61
        2,          3,    5,         -0.00,          3.50,       2.48,      24.79,     86.83,          1.61
        2,          3,    6,          0.14,          3.50,       2.61,      26.16,     91.62,          1.55
        2,          3,    7,          0.54,          3.50,       2.74,      27.39,     95.94,          1.59
        2,          4,    1,         -4.09,          3.50,       1.67,      16.71,     58.56,          1.16
        2,          4,    2,         -1.41,          3.50,       2.08,      20.82,     72.94,          1.50
        2,          4,    3,         -0.33,          3.50,       2.36,      23.56,     82.53,          1.61
        2,          4,    4,          0.31,          3.50,       2.57,      25.66,     89.88,          1.65
        2,          4,    5,          0.71,          3.50,       2.74,      27.32,     95.69,          1.66
        2,          4,    6,          1.00,          3.50,       2.88,      28.77,    100.75,          1.66
