[Radio] Initializing ... success!
Connected to RF power monitor: Rohde&Schwarz,FPC1500,1328.6660K03/205785,V1.80
Connected to DC power monitor: radiolib-org,DCpowerMon,070dd3d
setCurrentLimit, code 0

Set [dBm],paDutyCycle,hpMax,Measured [dBm],Bus voltage[V],Voltage[mV],Current[mA],Power [mW],Efficiency [%]
       -6,          4,    6,         -7.09,          3.50,       1.82,      18.16,     63.63,          0.50
       -6,          4,    7,         -6.88,          3.50,       1.90,      19.08,     66.82,          0.49
       -5,          1,    1,        -12.06,          3.50,       1.08,      10.84,     37.97,          0.48
       -5,          1,    2,         -9.53,          3.50,       1.25,      12.52,     43.86,          0.59
       -5,          1,    3,         -8.71,          3.50,       1.36,      13.57,     47.53,          0.60
       -5,          1,    4,         -8.56,          3.50,       1.45,      14.47,     50.70,          0.54
       -5,          1,    5,         -7.98,          3.50,       1.53,      15.30,     53.61,          0.55
       -5,          1,    6,         -7.77,          3.50,       1.61,      16.10,     56.42,          0.53
       -5,          1,    7,         -7.70,          3.50,       1.68,      16.85,     59.02,          0.50
       -5,          2,    1,        -11.41,          3.50,       1.12,      11.24,     39.37,          0.50
       -5,          2,    2,         -9.03,          3.50,       1.29,      12.94,     45.33,          0.61
       -5,          2,    3,         -8.16,          3.50,       1.41,      14.09,     49.37,          0.62
       -5,          2,    4,         -7.68,          3.50,       1.51,      15.12,     52.99,          0.61
       -5,          2,    5,         -7.32,          3.50,       1.61,      16.08,     56.34,          0.59
       -5,          2,    6,         -7.05,          3.50,       1.69,      16.94,     59.36,          0.57
       -5,          2,    7,         -6.82,          3.50,       1.79,      17.86,     62.59,          0.55
       -5,          3,    1,        -10.83,          3.50,       1.16,      11.62,     40.72,          0.52
       -5,          3,    2,         -8.41,          3.50,       1.36,      13.59,     47.61,          0.63
       -5,          3,    3,         -7.43,          3.50,       1.51,      15.05,     52.73,          0.65
       -5,          3,    4,         -6.84,          3.50,       1.63,      16.28,     57.05,          0.64
       -5,          3,    5,         -6.40,          3.50,       1.73,      17.37,     60.86,          0.64
       -5,          3,    6,         -6.09,          3.50,       1.84,      18.39,     64.43,          0.62
       -5,          3,    7,         -5.83,          3.50,       1.94,      19.33,     67.70,          0.61
       -5,          4,    1,        -10.36,          3.50,       1.21,      12.10,     42.41,          0.52
       -5,          4,    2,         -7.83,          3.50,       1.44,      14.44,     50.57,          0.64
       -5,          4,    3,         -6.78,          3.50,       1.61,      16.13,     56.51,          0.66
       -5,          4,    4,         -6.14,          3.50,       1.74,      17.41,     61.01,          0.67
       -5,          4,    5,         -5.74,          3.50,       1.86,      18.61,     65.17,          0.66
       -5,          4,    6,         -5.45,          3.50,       1.97,      19.68,     68.95,          0.65
       -5,          4,    7,         -5.23,          3.50,       2.05,      20.55,     71.96,          0.63
       -4,          1,    1,        -11.35,          3.50,       1.11,      11.13,     39.00,          0.52
       -4,          1,    2,         -8.82,          3.50,       1.29,      12.87,     45.09,          0.65
       -4,          1,    3,         -7.99,          3.50,       1.40,      13.96,     48.90,          0.66
       -4,          1,    4,         -7.56,          3.50,       1.49,      14.88,     52.14,          0.65
       -4,          1,    5,         -7.28,          3.50,       1.57,      15.71,     55.04,          0.62
       -4,          1,    6,         -7.07,          3.50,       1.65,      16.55,     57.96,          0.60
       -4,          1,    7,         -6.89,          3.50,       1.73,      17.29,     60.56,          0.58
       -4,          2,    1,        -10.70,          3.50,       1.15,      11.51,     40.35,          0.55
       -4,          2,    2,         -8.30,          3.50,       1.33,      13.33,     46.70,          0.68
       -4,          2,    3,         -7.44,          3.50,       1.46,      14.58,     51.08,          0.69
       -4,          2,    4,         -6.96,          3.50,       1.56,      15.56,     54.53,          0.68
       -4,          2,    5,         -6.60,          3.50,       1.66,      16.57,     58.07,          0.66
       -4,          2,    6,         -6.35,          3.50,       1.74,      17.44,     61.10,          0.64
       -4,          2,    7,         -6.11,          3.50,       1.84,      18.37,     64.36,          0.62
       -4,          3,    1,        -10.38,          3.50,       1.20,      11.94,     41.81,          0.54
       -4,          3,    2,         -7.68,          3.50,       1.41,      14.04,     49.20,          0.70
       -4,          3,    3,         -6.70,          3.50,       1.56,      15.56,     54.51,          0.72
       -4,          3,    4,         -6.12,          3.50,       1.68,      16.80,     58.84,          0.72
       -4,          3,    5,         -5.68,          3.50,       1.80,      17.98,     63.00,          0.71
       -4,          3,    6,         -5.37,          3.50,       1.90,      19.01,     66.59,          0.69
       -4,          3,    7,         -5.12,          3.50,       2.00,      20.01,     70.09,          0.68
       -4,          4,    1,         -9.63,          3.50,       1.25,      12.47,     43.70,          0.58
       -4,          4,    2,         -7.10,          3.50,       1.50,      14.94,     52.36,          0.71
       -4,          4,    3,         -6.05,          3.50,       1.67,      16.70,     58.51,          0.74
       -4,          4,    4,         -5.42,          3.50,       1.81,      18.13,     63.50,          0.74
       -4,          4,    5,         -5.17,          3.50,       1.93,      19.32,     67.69,          0.71
       -4,          4,    6,         -4.73,          3.50,       2.03,      20.34,     71.25,          0.72
       -4,          4,    7,         -4.51,          3.50,       2.13,      21.32,     74.67,          0.71
       -3,          1,    1,        -10.69,          3.50,       1.14,      11.40,     39.95,          0.57
       -3,          1,    2,         -8.16,          3.50,       1.32,      13.22,     46.32,          0.72
       -3,          1,    3,         -7.33,          3.50,       1.44,      14.36,     50.33,          0.73
       -3,          1,    4,         -7.02,          3.50,       1.53,      15.29,     53.54,          0.69
       -3,          1,    5,         -6.63,          3.50,       1.62,      16.14,     56.56,          0.69
       -3,          1,    6,         -6.43,          3.50,       1.69,      16.93,     59.32,          0.66
       -3,          1,    7,         -6.25,          3.50,       1.77,      17.74,     62.14,          0.64
       -3,          2,    1,        -10.04,          3.50,       1.18,      11.80,     41.34,          0.60
       -3,          2,    2,         -7.63,          3.50,       1.37,      13.74,     48.12,          0.74
       -3,          2,    3,         -6.78,          3.50,       1.50,      15.01,     52.58,          0.76
       -3,          2,    4,         -6.30,          3.50,       1.61,      16.04,     56.19,          0.75
       -3,          2,    5,         -5.94,          3.50,       1.70,      17.06,     59.76,          0.73
       -3,          2,    6,         -5.69,          3.50,       1.80,      17.96,     62.94,          0.71
       -3,          2,    7,         -5.46,          3.50,       1.89,      18.88,     66.14,          0.69
       -3,          3,    1,         -9.46,          3.50,       1.23,      12.27,     43.01,          0.62
       -3,          3,    2,         -7.01,          3.50,       1.45,      14.53,     50.92,          0.76
       -3,          3,    3,         -6.03,          3.50,       1.61,      16.09,     56.36,          0.79
       -3,          3,    4,         -5.45,          3.50,       1.73,      17.34,     60.76,          0.79
       -3,          3,    5,         -5.03,          3.50,       1.86,      18.59,     65.12,          0.78
       -3,          3,    6,         -5.01,          3.50,       1.96,      19.63,     68.78,          0.72
       -3,          3,    7,         -4.46,          3.50,       2.06,      20.62,     72.20,          0.76
       -3,          4,    1,         -8.97,          3.50,       1.29,      12.87,     45.10,          0.62
       -3,          4,    2,         -6.43,          3.50,       1.55,      15.48,     54.25,          0.77
       -3,          4,    3,         -5.38,          3.50,       1.73,      17.30,     60.60,          0.81
       -3,          4,    4,         -4.75,          3.50,       1.88,      18.77,     65.76,          0.82
       -3,          4,    5,         -4.35,          3.50,       2.00,      20.01,     70.12,          0.81
       -3,          4,    6,         -4.06,          3.50,       2.11,      21.10,     73.91,          0.80
       -3,          4,    7,         -3.85,          3.50,       2.21,      22.06,     77.27,          0.78
       -2,          1,    1,         -9.53,          3.50,       1.19,      11.90,     41.70,          0.67
       -2,          1,    2,         -6.97,          3.50,       1.39,      13.88,     48.65,          0.85
       -2,          1,    3,         -6.14,          3.50,       1.51,      15.12,     52.98,          0.87
       -2,          1,    4,         -5.72,          3.50,       1.61,      16.11,     56.43,          0.85
       -2,          1,    5,         -5.67,          3.50,       1.70,      16.95,     59.40,          0.79
       -2,          1,    6,         -5.26,          3.50,       1.78,      17.79,     62.34,          0.80
       -2,          1,    7,         -5.08,          3.50,       1.86,      18.62,     65.24,          0.77
       -2,          2,    1,         -8.87,          3.50,       1.24,      12.38,     43.37,          0.70
       -2,          2,    2,         -6.44,          3.50,       1.45,      14.52,     50.87,          0.88
       -2,          2,    3,         -5.58,          3.50,       1.59,      15.88,     55.66,          0.90
       -2,          2,    4,         -5.11,          3.50,       1.69,      16.94,     59.33,          0.90
       -2,          2,    5,         -4.90,          3.50,       1.81,      18.05,     63.24,          0.84
       -2,          2,    6,         -4.51,          3.50,       1.89,      18.97,     66.45,          0.85
       -2,          2,    7,         -4.29,          3.50,       1.99,      19.93,     69.83,          0.83
       -2,          3,    1,         -8.28,          3.50,       1.30,      12.96,     45.43,          0.72
       -2,          3,    2,         -5.81,          3.50,       1.54,      15.43,     54.05,          0.90
       -2,          3,    3,         -4.84,          3.50,       1.71,      17.07,     59.81,          0.94
       -2,          3,    4,         -4.26,          3.50,       1.85,      18.45,     64.62,          0.94
       -2,          3,    5,         -3.84,          3.50,       1.98,      19.77,     69.26,          0.93
       -2,          3,    6,         -3.53,          3.50,       2.08,      20.83,     72.94,          0.92
       -2,          3,    7,         -3.28,          3.50,       2.19,      21.90,     76.71,          0.91
       -2,          4,    1,         -7.79,          3.50,       1.36,      13.60,     47.64,          0.73
       -2,          4,    2,         -5.23,          3.50,       1.65,      16.54,     57.92,          0.90
       -2,          4,    3,         -4.18,          3.50,       1.85,      18.50,     64.83,          0.95
       -2,          4,    4,         -3.55,          3.50,       2.01,      20.09,     70.36,          0.97
       -2,          4,    5,         -3.16,          3.50,       2.14,      21.40,     74.95,          0.96
       -2,          4,    6,         -2.87,          3.50,       2.25,      22.51,     78.84,          0.96
       -2,          4,    7,         -2.66,          3.50,       2.35,      23.54,     82.46,          0.94
       -1,          1,    1,         -8.55,          3.50,       1.24,      12.38,     43.39,          0.76
       -1,          1,    2,         -5.96,          3.50,       1.46,      14.59,     51.14,          0.97
       -1,          1,    3,         -5.14,          3.50,       1.59,      15.86,     55.58,          1.00
       -1,          1,    4,         -4.87,          3.50,       1.69,      16.82,     58.94,          0.96
       -1,          1,    5,         -4.45,          3.50,       1.78,      17.77,     62.26,          0.96
       -1,          1,    6,         -4.35,          3.50,       1.86,      18.63,     65.25,          0.91
       -1,          1,    7,         -4.10,          3.50,       1.95,      19.47,     68.19,          0.90
       -1,          2,    1,         -7.88,          3.50,       1.30,      12.96,     45.42,          0.80
       -1,          2,    2,         -5.43,          3.50,       1.53,      15.28,     53.54,          1.00
       -1,          2,    3,         -4.57,          3.50,       1.67,      16.70,     58.49,          1.04
       -1,          2,    4,         -4.10,          3.50,       1.78,      17.83,     62.49,          1.04
       -1,          2,    5,         -3.90,          3.50,       1.90,      18.97,     66.44,          0.98
       -1,          2,    6,         -3.51,          3.50,       1.99,      19.94,     69.86,          0.99
       -1,          2,    7,         -3.34,          3.50,       2.09,      20.88,     73.14,          0.96
       -1,          3,    1,         -7.29,          3.50,       1.36,      13.58,     47.57,          0.82
       -1,          3,    2,         -4.80,          3.50,       1.63,      16.29,     57.08,          1.03
       -1,          3,    3,         -3.82,          3.50,       1.81,      18.09,     63.36,          1.08
       -1,          3,    4,         -3.25,          3.50,       1.95,      19.52,     68.40,          1.09
       -1,          3,    5,         -2.83,          3.50,       2.09,      20.86,     73.06,          1.08
       -1,          3,    6,         -2.82,          3.50,       2.20,      22.02,     77.12,          1.00
       -1,          3,    7,         -2.28,          3.50,       2.31,      23.14,     81.04,          1.05
       -1,          4,    1,         -6.80,          3.50,       1.43,      14.31,     50.14,          0.83
       -1,          4,    2,         -4.22,          3.50,       1.74,      17.45,     61.13,          1.04
       -1,          4,    3,         -3.16,          3.50,       1.97,      19.67,     68.90,          1.10
       -1,          4,    4,         -2.79,          3.50,       2.13,      21.34,     74.76,          1.05
       -1,          4,    5,         -2.22,          3.50,       2.27,      22.72,     79.57,          1.10
       -1,          4,    6,         -1.86,          3.50,       2.39,      23.92,     83.76,          1.11
       -1,          4,    7,         -1.65,          3.50,       2.50,      25.01,     87.60,          1.09
        0,          1,    1,         -7.67,          3.50,       1.29,      12.93,     45.30,          0.84
        0,          1,    2,         -5.05,          3.50,       1.53,      15.30,     53.60,          1.09
        0,          1,    3,         -4.21,          3.50,       1.66,      16.64,     58.31,          1.14
        0,          1,    4,         -3.79,          3.50,       1.76,      17.64,     61.78,          1.13
        0,          1,    5,         -3.53,          3.50,       1.86,      18.63,     65.25,          1.10
        0,          1,    6,         -3.34,          3.50,       1.95,      19.48,     68.24,          1.07
        0,          1,    7,         -3.34,          3.50,       2.03,      20.30,     71.11,          1.00
        0,          2,    1,         -6.98,          3.50,       1.35,      13.54,     47.43,          0.89
        0,          2,    2,         -4.50,          3.50,       1.61,      16.04,     56.22,          1.14
        0,          2,    3,         -3.92,          3.50,       1.75,      17.51,     61.35,          1.11
        0,          2,    4,         -3.17,          3.50,       1.87,      18.72,     65.60,          1.19
        0,          2,    5,         -2.83,          3.50,       1.99,      19.91,     69.75,          1.16
        0,          2,    6,         -2.59,          3.50,       2.09,      20.90,     73.20,          1.14
        0,          2,    7,         -2.37,          3.50,       2.19,      21.92,     76.77,          1.12
        0,          3,    1,         -6.39,          3.50,       1.42,      14.20,     49.76,          0.92
        0,          3,    2,         -3.88,          3.50,       1.71,      17.10,     59.92,          1.17
        0,          3,    3,         -3.08,          3.50,       1.91,      19.05,     66.73,          1.17
        0,          3,    4,         -2.35,          3.50,       2.06,      20.55,     71.97,          1.24
        0,          3,    5,         -1.90,          3.50,       2.20,      22.00,     77.07,          1.24
        0,          3,    6,         -1.65,          3.50,       2.32,      23.25,     81.43,          1.21
        0,          3,    7,         -1.35,          3.50,       2.44,      24.37,     85.33,          1.21
        0,          4,    1,         -5.90,          3.50,       1.50,      15.03,     52.67,          0.92
        0,          4,    2,         -3.29,          3.50,       1.85,      18.49,     64.77,          1.17
        0,          4,    3,         -2.23,          3.50,       2.08,      20.76,     72.72,          1.25
        0,          4,    4,         -1.60,          3.50,       2.26,      22.58,     79.09,          1.27
        0,          4,    5,         -1.20,          3.50,       2.41,      24.05,     84.22,          1.27
        0,          4,    6,         -0.92,          3.50,       2.54,      25.36,     88.81,          1.26
        0,          4,    7,         -0.72,          3.50,       2.65,      26.52,     92.84,          1.25
        1,          1,    1,         -6.88,          3.50,       1.34,      13.40,     46.96,          0.93
        1,          1,    2,         -4.22,          3.50,       1.60,      15.99,     56.02,          1.22
        1,          1,    3,         -3.38,          3.50,       1.74,      17.36,     60.82,          1.28
        1,          1,    4,         -2.96,          3.50,       1.84,      18.46,     64.67,          1.28
        1,          1,    5,         -2.70,          3.50,       1.94,      19.43,     68.06,          1.25
        1,          1,    6,         -2.51,          3.50,       2.03,      20.26,     70.96,          1.22
        1,          1,    7,         -2.35,          3.50,       2.12,      21.17,     74.16,          1.18
        1,          2,    1,         -6.49,          3.50,       1.40,      14.06,     49.24,          0.92
        1,          2,    2,         -3.67,          3.50,       1.68,      16.79,     58.83,          1.27
        1,          2,    3,         -2.80,          3.50,       1.84,      18.40,     64.46,          1.33
        1,          2,    4,         -2.34,          3.50,       1.97,      19.65,     68.84,          1.33
        1,          2,    5,         -2.00,          3.50,       2.08,      20.79,     72.83,          1.32
        1,          2,    6,         -1.95,          3.50,       2.19,      21.85,     76.51,          1.24
        1,          2,    7,         -1.54,          3.50,       2.29,      22.91,     80.25,          1.27
        1,          3,    1,         -5.59,          3.50,       1.48,      14.86,     52.06,          1.01
        1,          3,    2,         -3.04,          3.50,       1.80,      18.00,     63.04,          1.30
        1,          3,    3,         -2.05,          3.50,       2.01,      20.06,     70.26,          1.37
        1,          3,    4,         -1.48,          3.50,       2.17,      21.64,     75.79,          1.40
        1,          3,    5,         -1.06,          3.50,       2.31,      23.14,     81.02,          1.39
        1,          3,    6,         -0.77,          3.50,       2.44,      24.42,     85.54,          1.38
        1,          3,    7,         -0.52,          3.50,       2.56,      25.61,     89.66,          1.37
        1,          4,    1,         -5.09,          3.50,       1.57,      15.70,     55.03,          1.02
        1,          4,    2,         -2.71,          3.50,       1.95,      19.48,     68.24,          1.23
        1,          4,    3,         -1.39,          3.50,       2.19,      21.92,     76.76,          1.40
        1,          4,    4,         -0.77,          3.50,       2.38,      23.81,     83.40,          1.43
        1,          4,    5,         -0.36,          3.50,       2.54,      25.40,     88.97,          1.43
        1,          4,    6,         -0.07,          3.50,       2.68,      26.78,     93.77,          1.43
        1,          4,    7,          0.13,          3.50,       2.79,      27.93,     97.81,          1.41
        2,          1,    1,         -5.85,          3.50,       1.41,      14.07,     49.28,          1.07
        2,          1,    2,         -3.32,          3.50,       1.70,      16.98,     59.48,          1.35
        2,          1,    3,         -2.26,          3.50,       1.85,      18.50,     64.82,          1.49
        2,          1,    4,         -1.84,          3.50,       1.96,      19.63,     68.75,          1.50
        2,          1,    5,         -1.59,          3.50,       2.06,      20.59,     72.10,          1.47
        2,          1,    6,         -1.41,          3.50,       2.15,      21.50,     75.31,          1.44
        2,          1,    7,         -1.25,          3.50,       2.24,      22.39,     78.43,          1.40
        2,          2,    1,         -5.15,          3.50,       1.49,      14.87,     52.08,          1.12
        2,          2,    2,         -2.61,          3.50,       1.79,      17.92,     62.78,          1.45
        2,          2,    3,         -1.69,          3.50,       1.96,      19.64,     68.81,          1.54
        2,          2,    4,         -1.22,          3.50,       2.09,      20.90,     73.21,          1.56
        2,          2,    5,         -0.89,          3.50,       2.22,      22.16,     77.61,          1.55
        2,          2,    6,         -0.65,          3.50,       2.33,      23.27,     81.51,          1.52
        2,          2,    7,         -0.44,          3.50,       2.44,      24.35,     85.30,          1.50
        2,          3,    1,         -4.54,          3.50,       1.57,      15.73,     55.13,          1.16
        2,          3,    2,         -1.94,          3.50,       1.93,      19.24,     67.39,          1.51
        2,          3,    3,         -0.94,          3.50,       2.15,      21.45,     75.12,          1.60
        2,          3,    4,         -0.37,          3.50,       2.32,      23.18,     81.20,          1.63
        2,          3,    5,          0.04,          3.50,       2.48,      24.81,     86.90,          1.63
        2,          3,    6,          0.18,          3.50,       2.62,      26.15,     91.58,          1.56
        2,          3,    7,          0.58,          3.50,       2.74,      27.41,     95.98,          1.61
        2,          4,    1,         -4.04,          3.50,       1.67,      16.69,     58.46,          1.17
        2,          4,    2,         -1.36,          3.50,       2.08,      20.85,     73.02,          1.51
        2,          4,    3,         -0.28,          3.50,       2.36,      23.60,     82.64,          1.62
        2,          4,    4,          0.15,          3.50,       2.57,      25.67,     89.90,          1.59
        2,          4,    5,          0.76,          3.50,       2.73,      27.33,     95.70,          1.68
        2,          4,    6,          1.04,          3.50,       2.88,      28.75,    100.66,          1.67
